000691,0053,Normal,03/28/2018,04/01/2018,03/28/2018,36,1.00,Yes,Approved,"1,093,701.00"
000692,0093,Normal,03/28/2018,04/01/2018,03/28/2018,24,1.00,Yes,Approved,"116,334.00"
000694,0611,Normal,03/28/2018,04/01/2018,03/28/2018,24,1.00,Yes,Approved,"2,152.00"
000712,0452,Normal,08/07/2018,09/01/2018,08/07/2018,36,1.00,Yes,Approved,"1,042,424.00"
000722,0014,Normal,09/18/2018,10/01/2018,09/18/2018,24,1.00,Yes,Approved,"101,000.00"
000723,0008,Normal,09/18/2018,10/01/2018,09/18/2018,36,1.00,Yes,Approved,"1,129,279.00"
000730,0023,Normal,10/13/2018,10/13/2018,10/13/2018,24,1.00,Yes,Approved,"658,183.00"
000734,0004,Normal,12/31/2018,01/30/2019,12/31/2018,36,1.00,Yes,Approved,"2,064,453.00"
000743,0520,Normal,03/09/2019,04/01/2019,03/09/2019,24,1.00,Yes,Approved,"609,803.00"
000748,0015,Normal,03/09/2019,04/01/2019,03/09/2019,36,1.00,Yes,Approved,"1,051,377.00"
000749,0705,Normal,03/09/2019,04/01/2019,03/09/2019,24,1.00,Yes,Approved,"473,265.00"
000750,0202,Normal,03/09/2019,04/01/2019,03/09/2019,12,1.00,Yes,Approved,"25,668.00"
000752,0413,Normal,03/16/2019,04/01/2019,03/16/2019,24,1.00,Yes,Approved,"211,068.00"
000754,0693,Normal,05/15/2019,06/01/2019,05/15/2019,24,1.00,Yes,Approved,"380,379.00"
000757,0098,Normal,06/06/2019,07/01/2019,06/06/2019,36,1.00,Yes,Approved,"1,933,923.00"
000758,0095,Normal,06/06/2019,07/01/2019,06/06/2019,24,1.00,Yes,Approved,"400,551.00"
000759,0002,Normal,06/12/2019,07/01/2019,06/12/2019,36,1.00,Yes,Approved,"2,132,388.00"
000760,0032,Normal,07/06/2019,08/01/2019,07/06/2019,24,1.00,Yes,Approved,"954,608.00"
000763,0111,Normal,09/02/2019,10/01/2019,09/02/2019,36,1.00,Yes,Approved,"1,452,196.00"
000764,0264,Normal,09/02/2019,10/01/2019,09/02/2019,36,1.00,Yes,Approved,"1,791,140.00"
000767,0005,Normal,09/02/2019,10/01/2019,09/02/2019,24,1.00,Yes,Approved,"145,570.00"
000769,0003,Normal,09/14/2019,10/01/2019,09/14/2019,36,1.00,Yes,Approved,"6,653,511.00"
000770,0067,Normal,10/07/2019,10/01/2019,10/07/2019,24,1.00,Yes,Approved,"1,075,527.00"
000772,0434,Normal,10/07/2019,11/01/2019,10/07/2019,24,1.00,Yes,Approved,"918,451.00"
000776,0464,Normal,11/03/2019,12/01/2019,11/03/2019,24,1.00,Yes,Approved,"202,000.00"
000779,0528,Normal,12/06/2019,01/01/2020,12/06/2019,24,1.00,Yes,Approved,"489,800.00"
000781,0182,Normal,12/06/2019,01/01/2020,12/06/2019,24,1.00,Yes,Approved,"592,400.00"
000782,0559,Normal,12/06/2019,01/01/2020,12/06/2019,24,1.00,Yes,Approved,"350,000.00"
000783,0602,Normal,12/06/2019,01/01/2020,12/06/2019,24,1.00,Yes,Approved,"220,000.00"
000784,0030,Normal,12/06/2019,01/01/2020,12/06/2019,36,1.00,Yes,Approved,"2,999,043.00"
000761,0053,School,07/17/2019,08/01/2019,07/17/2019,4,1.00,Yes,Approved,"13,417.00"
000765,0008,School,09/02/2019,10/01/2019,09/02/2019,4,1.00,Yes,Approved,"10,582.00"
000787,0413,School,12/13/2019,01/01/2020,12/13/2019,4,1.00,Yes,Approved,"14,380.00"
000788,0464,School,12/18/2019,01/01/2020,12/18/2019,4,1.00,Yes,Approved,"20,000.00"
000789,0254,School,12/21/2019,01/01/2020,12/21/2019,4,1.00,Yes,Approved,"60,000.00"
